lon,lat,track_seg_point_id,ele,time
76.41348383,9.861541,426,40.3,2024/04/26 11:00:02+00
76.41329567,9.861588667,427,39.9,2024/04/26 11:00:03+00
76.41310683,9.861634833,428,39.5,2024/04/26 11:00:04+00
76.41291783,9.861682333,429,39,2024/04/26 11:00:05+00
76.41273383,9.861732,430,39,2024/04/26 11:00:06+00
76.41254817,9.861784167,431,38.8,2024/04/26 11:00:07+00
76.41235833,9.8618325,432,38.4,2024/04/26 11:00:08+00
76.41217067,9.861880833,433,37.9,2024/04/26 11:00:09+00
76.41198367,9.861928833,434,37.6,2024/04/26 11:00:10+00
76.41179667,9.861976667,435,37.1,2024/04/26 11:00:11+00
76.41161083,9.862025667,436,36.9,2024/04/26 11:00:12+00
76.41142567,9.862074,437,36.6,2024/04/26 11:00:13+00
76.41124183,9.862124667,438,36.5,2024/04/26 11:00:14+00
76.411057,9.862174667,439,36.3,2024/04/26 11:00:15+00
76.41087083,9.862222667,440,36,2024/04/26 11:00:16+00
76.410689,9.862273,441,36.1,2024/04/26 11:00:17+00
76.4105015,9.862320833,442,35.9,2024/04/26 11:00:18+00
76.410316,9.862371,443,35.7,2024/04/26 11:00:19+00
76.41013367,9.862425167,444,35.9,2024/04/26 11:00:20+00
76.409948,9.862474667,445,35.6,2024/04/26 11:00:21+00
76.40976517,9.862527167,446,35.7,2024/04/26 11:00:22+00
76.4095795,9.862577667,447,35.5,2024/04/26 11:00:23+00
76.40939583,9.862628667,448,35.7,2024/04/26 11:00:24+00
76.409211,9.8626785,449,35.6,2024/04/26 11:00:25+00
76.40902767,9.862728833,450,35.8,2024/04/26 11:00:26+00
76.408844,9.862778667,451,35.8,2024/04/26 11:00:27+00
76.408662,9.862830333,452,36,2024/04/26 11:00:28+00
76.408479,9.862881,453,36.2,2024/04/26 11:00:29+00
76.40830567,9.8629385,454,37.4,2024/04/26 11:00:30+00
76.40812,9.862987833,455,37.4,2024/04/26 11:00:31+00
76.40793483,9.8630365,456,37.2,2024/04/26 11:00:32+00
76.40774933,9.863085,457,37,2024/04/26 11:00:33+00
76.40756417,9.863134667,458,37,2024/04/26 11:00:34+00
76.40737767,9.863182167,459,36.8,2024/04/26 11:00:35+00
76.40719267,9.863231333,460,36.9,2024/04/26 11:00:36+00
76.40700583,9.8632795,461,36.7,2024/04/26 11:00:37+00
76.4068215,9.863328,462,37,2024/04/26 11:00:38+00
76.40663733,9.8633785,463,37.1,2024/04/26 11:00:39+00
76.406453,9.863431333,464,37.2,2024/04/26 11:00:40+00
76.40627133,9.863489667,465,37.4,2024/04/26 11:00:41+00
76.40608933,9.8635505,466,37.5,2024/04/26 11:00:42+00
76.4059075,9.863613667,467,37.7,2024/04/26 11:00:43+00
76.4057275,9.863680833,468,37.6,2024/04/26 11:00:44+00
76.40554967,9.863752,469,37.7,2024/04/26 11:00:45+00
76.40537283,9.863826,470,37.6,2024/04/26 11:00:46+00
76.40519717,9.863905,471,37.7,2024/04/26 11:00:47+00
76.40502417,9.8639875,472,37.7,2024/04/26 11:00:48+00
76.40485283,9.8640725,473,37.9,2024/04/26 11:00:49+00
76.40468333,9.864165,474,37.6,2024/04/26 11:00:50+00
76.4045145,9.864262,475,37.4,2024/04/26 11:00:51+00
76.40434583,9.864358833,476,37,2024/04/26 11:00:52+00
76.404182,9.864463667,477,36.9,2024/04/26 11:00:53+00
76.40402217,9.864562167,478,36.2,2024/04/26 11:00:54+00
76.403863,9.864671333,479,35.7,2024/04/26 11:00:55+00
76.40371033,9.864780667,480,35.8,2024/04/26 11:00:56+00
76.40356533,9.864872,481,35,2024/04/26 11:00:57+00
76.403421,9.864973667,482,34.6,2024/04/26 11:00:58+00
76.403269,9.865086,483,34.5,2024/04/26 11:00:59+00
76.40311617,9.8652035,484,34.7,2024/04/26 11:01:00+00
76.40297033,9.865308,485,34.5,2024/04/26 11:01:01+00
76.40283467,9.865403833,486,34.5,2024/04/26 11:01:02+00
76.4026735,9.865536333,487,35.3,2024/04/26 11:01:03+00
76.40253917,9.86566,488,36.8,2024/04/26 11:01:04+00
76.40242317,9.865739667,489,37.5,2024/04/26 11:01:05+00
76.40227233,9.865858,490,37.6,2024/04/26 11:01:06+00
76.40212,9.865977167,491,37.6,2024/04/26 11:01:07+00
76.40197867,9.8660835,492,37.6,2024/04/26 11:01:08+00
76.4018515,9.8661865,493,37.6,2024/04/26 11:01:09+00
76.40170283,9.8662995,494,37.2,2024/04/26 11:01:10+00
76.40154867,9.866428833,495,37.1,2024/04/26 11:01:11+00
76.401398,9.866580833,496,37,2024/04/26 11:01:12+00
76.40126733,9.866737833,497,36.9,2024/04/26 11:01:13+00
76.4011335,9.8669,498,37,2024/04/26 11:01:14+00
76.401019,9.867069,499,36.9,2024/04/26 11:01:15+00
76.40090517,9.867231833,500,36.9,2024/04/26 11:01:16+00
76.40079667,9.867397333,501,37,2024/04/26 11:01:17+00
76.400684,9.867573,502,37.1,2024/04/26 11:01:18+00
76.40059483,9.867745167,503,37.3,2024/04/26 11:01:19+00
76.4005285,9.867936167,504,37.4,2024/04/26 11:01:20+00
76.40047083,9.868133,505,37.4,2024/04/26 11:01:21+00
76.4004155,9.868325833,506,37.4,2024/04/26 11:01:22+00
76.400371,9.868520333,507,37.3,2024/04/26 11:01:23+00
76.40033217,9.868713833,508,36.9,2024/04/26 11:01:24+00
76.40029817,9.868907833,509,36.7,2024/04/26 11:01:25+00
76.40027217,9.869101333,510,36.7,2024/04/26 11:01:26+00
76.4002565,9.869290333,511,36.6,2024/04/26 11:01:27+00
76.400247,9.869484167,512,36.7,2024/04/26 11:01:28+00
76.40025467,9.869678833,513,36.8,2024/04/26 11:01:29+00
76.40026417,9.8698735,514,36.8,2024/04/26 11:01:30+00
76.400274,9.870068333,515,36.8,2024/04/26 11:01:31+00
76.40027967,9.870259833,516,36.5,2024/04/26 11:01:32+00
76.40028567,9.870451,517,36.3,2024/04/26 11:01:33+00
76.40029383,9.870647,518,36,2024/04/26 11:01:34+00
76.400305,9.8708405,519,35.8,2024/04/26 11:01:35+00
76.400317,9.871036167,520,36,2024/04/26 11:01:36+00
76.40032733,9.871229167,521,35.6,2024/04/26 11:01:37+00
76.400336,9.871419,522,35.4,2024/04/26 11:01:38+00
76.40034883,9.871613167,523,35.3,2024/04/26 11:01:39+00
76.40035833,9.87181,524,35.4,2024/04/26 11:01:40+00
76.400366,9.872001167,525,35.6,2024/04/26 11:01:41+00
76.40038167,9.872191833,526,35.6,2024/04/26 11:01:42+00
76.4003995,9.872384167,527,35.7,2024/04/26 11:01:43+00
76.40040883,9.872577167,528,35.4,2024/04/26 11:01:44+00
76.40042233,9.872774,529,35.4,2024/04/26 11:01:45+00
76.40043567,9.872971167,530,35.5,2024/04/26 11:01:46+00
76.400447,9.8731665,531,35.4,2024/04/26 11:01:47+00
76.40045783,9.873360667,532,35,2024/04/26 11:01:48+00
76.4004695,9.873558,533,34.9,2024/04/26 11:01:49+00
76.40048117,9.873752333,534,34.7,2024/04/26 11:01:50+00
76.40049433,9.873950333,535,34.8,2024/04/26 11:01:51+00
76.400516,9.874138333,536,34.1,2024/04/26 11:01:52+00
76.40052583,9.874340667,537,33.7,2024/04/26 11:01:53+00
76.40053383,9.874546333,538,33.7,2024/04/26 11:01:54+00
76.40054267,9.874742,539,32.9,2024/04/26 11:01:55+00
76.40054933,9.874946667,540,32.5,2024/04/26 11:01:56+00
76.40055983,9.875156833,541,32.3,2024/04/26 11:01:57+00
76.40056267,9.8753665,542,31.8,2024/04/26 11:01:58+00
76.400568,9.875577833,543,31.4,2024/04/26 11:01:59+00
76.40056833,9.8757905,544,31.2,2024/04/26 11:02:00+00
76.400565,9.876003167,545,30.7,2024/04/26 11:02:01+00
76.40055967,9.8762155,546,30.5,2024/04/26 11:02:02+00
76.4005515,9.8764275,547,30.2,2024/04/26 11:02:03+00
76.400538,9.876640667,548,29.9,2024/04/26 11:02:04+00
76.40052383,9.876851333,549,29.4,2024/04/26 11:02:05+00
76.40050817,9.8770645,550,29.2,2024/04/26 11:02:06+00
76.4004875,9.877277,551,29,2024/04/26 11:02:07+00
76.40046333,9.877486,552,28.3,2024/04/26 11:02:08+00
76.40043767,9.877693167,553,27.6,2024/04/26 11:02:09+00
76.40040883,9.8779015,554,27.1,2024/04/26 11:02:10+00
76.40037717,9.878111667,555,26.3,2024/04/26 11:02:11+00
76.40034467,9.8783215,556,25.9,2024/04/26 11:02:12+00
76.400309,9.878525,557,25.4,2024/04/26 11:02:13+00
76.4002695,9.878730167,558,25,2024/04/26 11:02:14+00
76.4002275,9.8789375,559,24.7,2024/04/26 11:02:15+00
76.40018383,9.879144833,560,24.5,2024/04/26 11:02:16+00
76.40013483,9.879352167,561,24,2024/04/26 11:02:17+00
76.40008233,9.879559833,562,23.6,2024/04/26 11:02:18+00
76.4000245,9.879763167,563,21.7,2024/04/26 11:02:19+00
76.399964,9.879971167,564,21.2,2024/04/26 11:02:20+00
76.39990233,9.880178,565,20.3,2024/04/26 11:02:21+00
76.39983533,9.880386333,566,19.8,2024/04/26 11:02:22+00
76.39976617,9.880595833,567,19.4,2024/04/26 11:02:23+00
76.39969683,9.880807667,568,19.6,2024/04/26 11:02:24+00
76.39962217,9.881017833,569,19.3,2024/04/26 11:02:25+00
76.39954467,9.881228833,570,19,2024/04/26 11:02:26+00
76.399464,9.881438,571,18.6,2024/04/26 11:02:27+00
76.39938317,9.8816505,572,18.9,2024/04/26 11:02:28+00
76.39929833,9.881858833,573,18.8,2024/04/26 11:02:29+00
76.39920917,9.882104333,574,18.2,2024/04/26 11:02:30+00
76.39911617,9.8823405,575,18.1,2024/04/26 11:02:31+00
76.399027,9.882560833,576,17.9,2024/04/26 11:02:32+00
76.39893267,9.882773,577,18,2024/04/26 11:02:33+00
76.398834,9.882972,578,18.2,2024/04/26 11:02:34+00
76.39872583,9.883155333,579,18.3,2024/04/26 11:02:35+00
76.39862067,9.883346833,580,17.5,2024/04/26 11:02:36+00
76.3985145,9.883543333,581,16.3,2024/04/26 11:02:37+00
76.39839783,9.883728833,582,15.3,2024/04/26 11:02:38+00
76.39828317,9.883922833,583,15.1,2024/04/26 11:02:39+00
76.39816617,9.884124167,584,15.1,2024/04/26 11:02:40+00
76.39804433,9.884305833,585,15,2024/04/26 11:02:41+00
76.39791967,9.884490167,586,15.4,2024/04/26 11:02:42+00
76.39779267,9.884680667,587,15.5,2024/04/26 11:02:43+00
76.39765383,9.884853667,588,15.5,2024/04/26 11:02:44+00
76.397524,9.885031167,589,15.9,2024/04/26 11:02:45+00
76.39738083,9.885183667,590,16.6,2024/04/26 11:02:46+00
76.39725433,9.885373333,591,18.7,2024/04/26 11:02:47+00
76.39711533,9.885549833,592,19.2,2024/04/26 11:02:48+00
76.3969765,9.885718667,593,19.4,2024/04/26 11:02:49+00
76.3968385,9.885885333,594,19.4,2024/04/26 11:02:50+00
76.39670183,9.886052667,595,19.5,2024/04/26 11:02:51+00
76.3965645,9.886220333,596,19.9,2024/04/26 11:02:52+00
76.39642683,9.8863885,597,20.2,2024/04/26 11:02:53+00
76.396291,9.8865555,598,20.3,2024/04/26 11:02:54+00
76.3961545,9.886722667,599,20.5,2024/04/26 11:02:55+00
76.39601817,9.8868915,600,20.7,2024/04/26 11:02:56+00
76.39588283,9.887059833,601,21,2024/04/26 11:02:57+00
76.3957475,9.887230167,602,21.3,2024/04/26 11:02:58+00
76.395612,9.887399333,603,21.5,2024/04/26 11:02:59+00
76.39547633,9.8875705,604,22,2024/04/26 11:03:00+00
76.3953415,9.887742,605,22.3,2024/04/26 11:03:01+00
76.39520617,9.887912833,606,22.3,2024/04/26 11:03:02+00
76.395072,9.888085333,607,22.6,2024/04/26 11:03:03+00
76.394937,9.888256667,608,22.5,2024/04/26 11:03:04+00
76.39480283,9.888429,609,22.8,2024/04/26 11:03:05+00
76.39466933,9.888601167,610,23.1,2024/04/26 11:03:06+00
76.394537,9.888773833,611,23.6,2024/04/26 11:03:07+00
76.3944035,9.888946167,612,23.6,2024/04/26 11:03:08+00
76.39427183,9.8891215,613,24.2,2024/04/26 11:03:09+00
76.39414583,9.889299333,614,25.3,2024/04/26 11:03:10+00
76.39401383,9.8894735,615,25.6,2024/04/26 11:03:11+00
76.39388533,9.8896515,616,26.1,2024/04/26 11:03:12+00
76.393756,9.889827833,617,26.6,2024/04/26 11:03:13+00
76.39363017,9.890008167,618,26.7,2024/04/26 11:03:14+00
76.39351317,9.890190167,619,26.8,2024/04/26 11:03:15+00
76.393389,9.890373167,620,26.3,2024/04/26 11:03:16+00
76.3932685,9.890558167,621,25.6,2024/04/26 11:03:17+00
76.39315183,9.890744333,622,25.2,2024/04/26 11:03:18+00
76.39303833,9.8909325,623,24.8,2024/04/26 11:03:19+00
76.392929,9.891122333,624,24.6,2024/04/26 11:03:20+00
76.39282267,9.891316167,625,24.7,2024/04/26 11:03:21+00
76.39271967,9.891512,626,25.1,2024/04/26 11:03:22+00
76.39261667,9.891708333,627,25.2,2024/04/26 11:03:23+00
76.39251767,9.891902667,628,25,2024/04/26 11:03:24+00
76.39242433,9.892101,629,24.9,2024/04/26 11:03:25+00
76.392326,9.892299333,630,25,2024/04/26 11:03:26+00
76.3922305,9.892497333,631,25.1,2024/04/26 11:03:27+00
76.39213167,9.892693833,632,25.1,2024/04/26 11:03:28+00
76.39204883,9.892901167,633,25.2,2024/04/26 11:03:29+00
76.39197667,9.893111667,634,25.4,2024/04/26 11:03:30+00
76.39189833,9.893321,635,25.5,2024/04/26 11:03:31+00
76.3918235,9.8935315,636,25.7,2024/04/26 11:03:32+00
76.39174617,9.893738167,637,25.6,2024/04/26 11:03:33+00
76.39167567,9.8939485,638,25.8,2024/04/26 11:03:34+00
76.39160533,9.894161667,639,25.9,2024/04/26 11:03:35+00
76.391535,9.894374833,640,26,2024/04/26 11:03:36+00
76.39147217,9.894588333,641,26,2024/04/26 11:03:37+00
76.391409,9.894801167,642,26.1,2024/04/26 11:03:38+00
76.391347,9.895015333,643,26.2,2024/04/26 11:03:39+00
76.39128533,9.895228333,644,26.4,2024/04/26 11:03:40+00
76.39122417,9.8954325,645,26.5,2024/04/26 11:03:41+00
76.3911635,9.8956445,646,26.6,2024/04/26 11:03:42+00
76.39110117,9.895856667,647,26.7,2024/04/26 11:03:43+00
76.3910405,9.896068167,648,26.9,2024/04/26 11:03:44+00
76.39097933,9.896280333,649,27,2024/04/26 11:03:45+00
76.3909205,9.896490333,650,27.3,2024/04/26 11:03:46+00
76.3908585,9.896700833,651,27.4,2024/04/26 11:03:47+00
76.39080067,9.896912833,652,27.6,2024/04/26 11:03:48+00
76.3907425,9.897124667,653,27.8,2024/04/26 11:03:49+00
76.39068333,9.897337667,654,28.1,2024/04/26 11:03:50+00
76.39062233,9.897549333,655,28.5,2024/04/26 11:03:51+00
76.390562,9.897758,656,28.6,2024/04/26 11:03:52+00
76.3904995,9.897967667,657,28.7,2024/04/26 11:03:53+00
76.39043967,9.898178167,658,28.9,2024/04/26 11:03:54+00
76.390381,9.898387833,659,29.3,2024/04/26 11:03:55+00
76.39032017,9.898598667,660,29.5,2024/04/26 11:03:56+00
76.39025867,9.898810167,661,29.6,2024/04/26 11:03:57+00
76.39019883,9.899018,662,29.7,2024/04/26 11:03:58+00
76.3901385,9.899226167,663,29.9,2024/04/26 11:03:59+00
76.39008117,9.899435167,664,30.3,2024/04/26 11:04:00+00
76.39002767,9.8996435,665,30.8,2024/04/26 11:04:01+00
76.389974,9.8998525,666,31.3,2024/04/26 11:04:02+00
76.38990833,9.900060167,667,31.1,2024/04/26 11:04:03+00
76.389849,9.900267833,668,31.5,2024/04/26 11:04:04+00
76.38979083,9.900478333,669,31.8,2024/04/26 11:04:05+00
76.38973533,9.9006935,670,32.7,2024/04/26 11:04:06+00
76.389691,9.900907167,671,33.3,2024/04/26 11:04:07+00
76.389646,9.901123333,672,34,2024/04/26 11:04:08+00
76.38960117,9.9013365,673,34.6,2024/04/26 11:04:09+00
76.38956167,9.901552667,674,35.6,2024/04/26 11:04:10+00
76.38950517,9.901764833,675,36.5,2024/04/26 11:04:11+00
76.38945333,9.901979167,676,37.6,2024/04/26 11:04:12+00
76.38939433,9.902187,677,38,2024/04/26 11:04:13+00
76.38936,9.902404833,678,40.3,2024/04/26 11:04:14+00
76.38932133,9.902622167,679,42.1,2024/04/26 11:04:15+00
76.38927383,9.9028355,680,43.2,2024/04/26 11:04:16+00
76.38921783,9.903044333,681,43.7,2024/04/26 11:04:17+00
76.38916167,9.903251333,682,44,2024/04/26 11:04:18+00
76.38910217,9.903459833,683,44.5,2024/04/26 11:04:19+00
76.38903333,9.903665667,684,44.7,2024/04/26 11:04:20+00
76.38896133,9.903869333,685,44.5,2024/04/26 11:04:21+00
76.38889333,9.904072333,686,44.3,2024/04/26 11:04:22+00
76.388826,9.904276667,687,44.1,2024/04/26 11:04:23+00
76.3887565,9.904478333,688,43.7,2024/04/26 11:04:24+00
76.38868433,9.904676667,689,42.8,2024/04/26 11:04:25+00
76.38861867,9.904879667,690,42.6,2024/04/26 11:04:26+00
76.38855133,9.905082,691,42.5,2024/04/26 11:04:27+00
76.38848017,9.905284333,692,42.1,2024/04/26 11:04:28+00
76.38841567,9.90549,693,41.9,2024/04/26 11:04:29+00
76.38834667,9.905693667,694,41.6,2024/04/26 11:04:30+00
76.38828067,9.905896833,695,41.1,2024/04/26 11:04:31+00
76.38821483,9.906101833,696,40.8,2024/04/26 11:04:32+00
76.38815317,9.906307833,697,40.8,2024/04/26 11:04:33+00
76.38809033,9.906512333,698,40.4,2024/04/26 11:04:34+00
76.38803,9.9067195,699,40.7,2024/04/26 11:04:35+00
76.38796817,9.906924167,700,40.5,2024/04/26 11:04:36+00
76.38790417,9.907128167,701,40.1,2024/04/26 11:04:37+00
76.38784517,9.907333667,702,39.9,2024/04/26 11:04:38+00
76.387786,9.907537833,703,39.8,2024/04/26 11:04:39+00
76.38772767,9.907738333,704,39.7,2024/04/26 11:04:40+00
76.38766833,9.907941833,705,39.7,2024/04/26 11:04:41+00
76.387606,9.908142833,706,39.2,2024/04/26 11:04:42+00
76.38754417,9.908345333,707,39,2024/04/26 11:04:43+00
76.38748233,9.908544833,708,38.6,2024/04/26 11:04:44+00
76.3874235,9.908744833,709,38.6,2024/04/26 11:04:45+00
76.38736517,9.9089435,710,38.2,2024/04/26 11:04:46+00
76.38730567,9.9091435,711,38.1,2024/04/26 11:04:47+00
76.38724883,9.9093445,712,38.1,2024/04/26 11:04:48+00
76.38718417,9.909545167,713,38.1,2024/04/26 11:04:49+00
76.38712417,9.909744,714,38.2,2024/04/26 11:04:50+00
76.387066,9.909946833,715,38.4,2024/04/26 11:04:51+00
76.387015,9.910152333,716,38.8,2024/04/26 11:04:52+00
76.38695683,9.910348667,717,38.7,2024/04/26 11:04:53+00
76.38690083,9.910552667,718,39,2024/04/26 11:04:54+00
76.38684233,9.910758833,719,39.1,2024/04/26 11:04:55+00
76.38678433,9.910965167,720,39.1,2024/04/26 11:04:56+00
76.38672533,9.911171167,721,39.2,2024/04/26 11:04:57+00
76.38666833,9.911376,722,39.3,2024/04/26 11:04:58+00
76.38660833,9.9115855,723,39.3,2024/04/26 11:04:59+00
76.38654883,9.911793,724,39.4,2024/04/26 11:05:00+00
76.38648917,9.912001167,725,39.5,2024/04/26 11:05:01+00
76.38642783,9.91221,726,39.6,2024/04/26 11:05:02+00
76.3863575,9.912419833,727,39.7,2024/04/26 11:05:03+00
76.386283,9.912628333,728,39.7,2024/04/26 11:05:04+00
76.38620217,9.912835667,729,39.7,2024/04/26 11:05:05+00
76.3861165,9.9130425,730,39.8,2024/04/26 11:05:06+00
76.38603133,9.91325,731,39.9,2024/04/26 11:05:07+00
76.38594583,9.913456333,732,40,2024/04/26 11:05:08+00
76.38584883,9.913658167,733,40,2024/04/26 11:05:09+00
76.38574183,9.9138555,734,40.2,2024/04/26 11:05:10+00
76.3856285,9.914049167,735,40.3,2024/04/26 11:05:11+00
76.38551583,9.914240667,736,40.4,2024/04/26 11:05:12+00
76.38538667,9.914428833,737,40.5,2024/04/26 11:05:13+00
76.3852515,9.9146125,738,40.6,2024/04/26 11:05:14+00
76.3851135,9.914793167,739,40.6,2024/04/26 11:05:15+00
76.38497017,9.9149705,740,40.7,2024/04/26 11:05:16+00
76.3848215,9.915144333,741,40.8,2024/04/26 11:05:17+00
76.3846685,9.915313167,742,40.8,2024/04/26 11:05:18+00
76.3845105,9.915477833,743,40.8,2024/04/26 11:05:19+00
76.38434783,9.915636333,744,40.8,2024/04/26 11:05:20+00
76.38418467,9.915788833,745,40.7,2024/04/26 11:05:21+00
76.38402067,9.915945,746,40.6,2024/04/26 11:05:22+00
76.3838565,9.916100833,747,40.5,2024/04/26 11:05:23+00
76.38369367,9.916256167,748,40.4,2024/04/26 11:05:24+00
76.38353267,9.916413667,749,40.3,2024/04/26 11:05:25+00
76.383371,9.916571333,750,40.2,2024/04/26 11:05:26+00
76.38321017,9.9167295,751,40.2,2024/04/26 11:05:27+00
76.383049,9.916887,752,40,2024/04/26 11:05:28+00
76.3828885,9.9170445,753,39.9,2024/04/26 11:05:29+00
76.3827275,9.917203167,754,39.8,2024/04/26 11:05:30+00
76.38255917,9.917373167,755,39.9,2024/04/26 11:05:31+00
76.382399,9.9175305,756,39.8,2024/04/26 11:05:32+00
76.38223633,9.917693,757,39.8,2024/04/26 11:05:33+00
76.38208533,9.917837,758,39.2,2024/04/26 11:05:34+00
76.38192817,9.917993833,759,39.1,2024/04/26 11:05:35+00
76.3817705,9.918149,760,39,2024/04/26 11:05:36+00
76.38161433,9.918306167,761,39,2024/04/26 11:05:37+00
76.38146133,9.918460167,762,38.9,2024/04/26 11:05:38+00
76.38130567,9.918615667,763,38.8,2024/04/26 11:05:39+00
76.3811505,9.918769,764,38.5,2024/04/26 11:05:40+00
76.38099533,9.918923167,765,38.3,2024/04/26 11:05:41+00
76.38084167,9.919076833,766,38.2,2024/04/26 11:05:42+00
76.38068217,9.919241667,767,38.3,2024/04/26 11:05:43+00
76.38053167,9.919390833,768,38,2024/04/26 11:05:44+00
76.38037717,9.919545833,769,37.9,2024/04/26 11:05:45+00
76.38022417,9.919697333,770,37.5,2024/04/26 11:05:46+00
76.38007117,9.9198485,771,37.2,2024/04/26 11:05:47+00
76.37991783,9.919999833,772,36.8,2024/04/26 11:05:48+00
76.379765,9.920153,773,36.7,2024/04/26 11:05:49+00
76.37961267,9.9203055,774,36.5,2024/04/26 11:05:50+00
76.37946067,9.920457833,775,36.3,2024/04/26 11:05:51+00
76.37930833,9.920611,776,36.2,2024/04/26 11:05:52+00
76.37915717,9.9207625,777,36.1,2024/04/26 11:05:53+00
76.37900833,9.920907833,778,35.6,2024/04/26 11:05:54+00
76.378859,9.921057833,779,35.6,2024/04/26 11:05:55+00
76.3787265,9.921198,780,36.1,2024/04/26 11:05:56+00
76.378584,9.921339833,781,35.7,2024/04/26 11:05:57+00
76.37844017,9.921484667,782,35.8,2024/04/26 11:05:58+00
76.37829883,9.9216275,783,35.8,2024/04/26 11:05:59+00
76.378156,9.921770833,784,35.8,2024/04/26 11:06:00+00
76.3780155,9.921909167,785,35.7,2024/04/26 11:06:01+00
76.37788117,9.922043,786,35.1,2024/04/26 11:06:02+00
76.3777465,9.922184,787,34.9,2024/04/26 11:06:03+00
76.377617,9.922332333,788,35,2024/04/26 11:06:04+00
76.377486,9.922483,789,35.1,2024/04/26 11:06:05+00
76.37736117,9.922631167,790,35.6,2024/04/26 11:06:06+00
76.37723433,9.922780667,791,35.9,2024/04/26 11:06:07+00
76.37711267,9.922939,792,37.7,2024/04/26 11:06:08+00
76.37698833,9.923088333,793,37.7,2024/04/26 11:06:09+00
76.37686633,9.9232365,794,37.7,2024/04/26 11:06:10+00
76.37674567,9.923387167,795,37.9,2024/04/26 11:06:11+00
76.3766205,9.923535333,796,37.2,2024/04/26 11:06:12+00
76.37651333,9.923703667,797,40.2,2024/04/26 11:06:13+00
76.376427,9.923884833,798,45.8,2024/04/26 11:06:14+00
76.37632933,9.924056,799,49,2024/04/26 11:06:15+00
76.37622983,9.924217167,800,51.8,2024/04/26 11:06:16+00
76.37611683,9.924367167,801,50.9,2024/04/26 11:06:17+00
76.37600967,9.9245345,802,52.8,2024/04/26 11:06:18+00
76.37592317,9.924718333,803,57.4,2024/04/26 11:06:19+00
76.37581983,9.924891167,804,59.6,2024/04/26 11:06:20+00
76.375691,9.9250275,805,54.4,2024/04/26 11:06:21+00
76.375578,9.925178333,806,52.3,2024/04/26 11:06:22+00
76.37547083,9.925336167,807,51.4,2024/04/26 11:06:23+00
76.3753715,9.9255025,808,51.7,2024/04/26 11:06:24+00
76.37526733,9.925661833,809,50.9,2024/04/26 11:06:25+00
76.37517033,9.925824833,810,50.3,2024/04/26 11:06:26+00
76.3750905,9.926011167,811,54.9,2024/04/26 11:06:27+00
76.37498133,9.926168,812,52.7,2024/04/26 11:06:28+00
76.37488333,9.926334,813,52.8,2024/04/26 11:06:29+00
76.374787,9.926502833,814,53,2024/04/26 11:06:30+00
76.37469033,9.926670333,815,53.2,2024/04/26 11:06:31+00
76.37458783,9.9268335,816,52.3,2024/04/26 11:06:32+00
76.37449,9.9270005,817,52.2,2024/04/26 11:06:33+00
76.37439217,9.927164667,818,51.9,2024/04/26 11:06:34+00
76.37429167,9.9273255,819,51.3,2024/04/26 11:06:35+00
76.37418017,9.927476167,820,47.9,2024/04/26 11:06:36+00
76.37407883,9.927640833,821,47.2,2024/04/26 11:06:37+00
76.37398283,9.927803667,822,45.8,2024/04/26 11:06:38+00
76.37388767,9.927965,823,43.9,2024/04/26 11:06:39+00
76.3738035,9.928136667,824,43.5,2024/04/26 11:06:40+00
76.37372733,9.928304167,825,41.6,2024/04/26 11:06:41+00
76.37365833,9.928471667,826,40.1,2024/04/26 11:06:42+00
76.3735965,9.928643333,827,38.9,2024/04/26 11:06:43+00
76.37354567,9.928818,828,37.7,2024/04/26 11:06:44+00
76.37350267,9.928986667,829,35.4,2024/04/26 11:06:45+00
76.37346333,9.929154,830,32.7,2024/04/26 11:06:46+00
76.37344083,9.929326333,831,31.3,2024/04/26 11:06:47+00
76.37343833,9.929492167,832,28.7,2024/04/26 11:06:48+00
76.37343867,9.929665833,833,27.8,2024/04/26 11:06:49+00
76.373448,9.929839167,834,26.6,2024/04/26 11:06:50+00
76.373461,9.930015833,835,26.4,2024/04/26 11:06:51+00
76.37347867,9.9301955,836,26.3,2024/04/26 11:06:52+00
76.37350783,9.930371333,837,26.2,2024/04/26 11:06:53+00
76.37353983,9.930542,838,25.5,2024/04/26 11:06:54+00
76.373571,9.930704167,839,24,2024/04/26 11:06:55+00
76.37360183,9.930868167,840,23,2024/04/26 11:06:56+00
76.37363783,9.931043,841,23.2,2024/04/26 11:06:57+00
76.37366933,9.9312075,842,22,2024/04/26 11:06:58+00
76.3736985,9.931375,843,21.9,2024/04/26 11:06:59+00
76.37372167,9.9315465,844,22.1,2024/04/26 11:07:00+00
76.3737415,9.93171,845,20.6,2024/04/26 11:07:01+00
76.3737555,9.931881,846,20.7,2024/04/26 11:07:02+00
76.3737635,9.932055333,847,22,2024/04/26 11:07:03+00
76.37376183,9.932225333,848,22.4,2024/04/26 11:07:04+00
76.373753,9.932394167,849,22.8,2024/04/26 11:07:05+00
76.37373467,9.9325625,850,22.9,2024/04/26 11:07:06+00
76.373723,9.932734,851,24.3,2024/04/26 11:07:07+00
76.373717,9.932912667,852,27.4,2024/04/26 11:07:08+00
76.37369233,9.933086,853,29.4,2024/04/26 11:07:09+00
76.37365817,9.933259833,854,31.9,2024/04/26 11:07:10+00
76.373609,9.933419,855,31.7,2024/04/26 11:07:11+00
76.37354633,9.933582167,856,31.7,2024/04/26 11:07:12+00
